date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:55:17	306/306	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/five-menu.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/five-menu.png	(from http://maquetapremium.debluebyte.com/)
13:55:17	539/539	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/second-menu.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/second-menu.png	(from http://maquetapremium.debluebyte.com/)
13:55:18	439/439	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/four-menu.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/four-menu.png	(from http://maquetapremium.debluebyte.com/)
13:55:21	432046/432046	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:55:15%20GMT	http://maquetapremium.debluebyte.com/instantaneos.php	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/instantaneos.html	(from http://maquetapremium.debluebyte.com/)
13:55:24	432346/432346	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:55:15%20GMT	http://maquetapremium.debluebyte.com/historicos.php	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/historicos.html	(from http://maquetapremium.debluebyte.com/)
13:55:26	22903/22903	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:55:20%20GMT	http://maquetapremium.debluebyte.com/stand-by.php	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/stand-by.html	(from http://maquetapremium.debluebyte.com/)
13:55:27	41384/41384	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:55:20%20GMT	http://maquetapremium.debluebyte.com/eventos.php	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/eventos.html	(from http://maquetapremium.debluebyte.com/)
13:55:29	490/490	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/six-menu.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/six-menu.png	(from http://maquetapremium.debluebyte.com/)
13:55:30	3127/3127	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/consumo-instante.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/consumo-instante.png	(from http://maquetapremium.debluebyte.com/)
13:55:30	919647/919647	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2016:55:18%20GMT	http://maquetapremium.debluebyte.com/calidad.php	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/calidad.html	(from http://maquetapremium.debluebyte.com/)
13:55:31	2134/2134	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/consumo-total.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/consumo-total.png	(from http://maquetapremium.debluebyte.com/)
13:55:31	2442/2442	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/proyeccion.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/proyeccion.png	(from http://maquetapremium.debluebyte.com/)
13:55:32	1869/1869	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/consumo-mes.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/consumo-mes.png	(from http://maquetapremium.debluebyte.com/)
13:55:32	2547/2547	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/pie-logo-home.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/pie-logo-home.png	(from http://maquetapremium.debluebyte.com/)
13:55:33	929/929	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/pie-linea-horizontal.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/pie-linea-horizontal.png	(from http://maquetapremium.debluebyte.com/)
13:55:33	3068/3068	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/pie-logo-power.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/pie-logo-power.png	(from http://maquetapremium.debluebyte.com/)
13:55:37	19114/19114	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/calendar.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/calendar.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:37	58189/58189	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/chart.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/chart.png	(from http://maquetapremium.debluebyte.com/)
13:55:38	1386/1386	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/form.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/form.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:38	2767/2767	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/app.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/app.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:41	18036/18036	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/gauge.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/gauge.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:44	43885/43885	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/slick.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/slick.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:47	49850/49850	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22c312-5cee6cd3-edec856862b3b6a;gz%22	https://www.amcharts.com/lib/3/serial.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/3/serial.js	(from http://maquetapremium.debluebyte.com/)
13:55:48	86670/86670	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/jquery-3.2.1.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/jquery-3.2.1.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:48	211249/211249	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2233ab1-5cee6cd1-cbf66853c2ae2183;gz%22	https://www.amcharts.com/lib/3/amcharts.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/3/amcharts.js	(from http://maquetapremium.debluebyte.com/)
13:55:48	14751/14751	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2239bc-5cee6cd3-8aaa4555134fba30;gz%22	https://www.amcharts.com/lib/3/pie.js	C:/Users/juane/Desktop/Powermeter%20UI/www.amcharts.com/lib/3/pie.js	(from http://maquetapremium.debluebyte.com/)
13:55:49	2444/2444	---M-Z	200	added ('OK')	application/javascript	etag:%221121ce3-98c-5712f444e2192-gzip%22	https://cdn.datatables.net/1.10.19/js/dataTables.semanticui.min.js	C:/Users/juane/Desktop/Powermeter%20UI/cdn.datatables.net/1.10.19/js/dataTables.semanticui.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:50	13031/13031	---M-Z	200	added ('OK')	application/javascript	etag:%2213e05e4-32e7-5712f46726cda-gzip%22	https://cdn.datatables.net/responsive/2.2.3/js/dataTables.responsive.min.js	C:/Users/juane/Desktop/Powermeter%20UI/cdn.datatables.net/responsive/2.2.3/js/dataTables.responsive.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:51	82411/82411	---M-Z	200	added ('OK')	application/javascript	etag:%221121ce7-141eb-5712f4450dcca-gzip%22	https://cdn.datatables.net/1.10.19/js/jquery.dataTables.min.js	C:/Users/juane/Desktop/Powermeter%20UI/cdn.datatables.net/1.10.19/js/jquery.dataTables.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:57	274196/274196	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/semantic.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/semantic.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:57	1070/1070	---M-Z	200	added ('OK')	application/javascript	etag:%2213e282f-42e-5712f46726cda-gzip%22	https://cdn.datatables.net/responsive/2.2.3/js/responsive.semanticui.min.js	C:/Users/juane/Desktop/Powermeter%20UI/cdn.datatables.net/responsive/2.2.3/js/responsive.semanticui.min.js	(from http://maquetapremium.debluebyte.com/)
13:55:57	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:55:54%20GMT	http://maquetapremium.debluebyte.com/static/vendor/assets/js/calendar.min.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/static/vendor/assets/js/calendar.min.33.delayed	(from http://maquetapremium.debluebyte.com/)
13:55:58	17730/17730	---M--	200	added ('OK')	application/javascript	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/js/main.js	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/js/main.js	(from http://maquetapremium.debluebyte.com/)
13:56:00	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:55:56%20GMT	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.woff2	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.38.delayed	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:01	28123/28123	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/images/flags.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/images/flags.png	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:02	184656/184656	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20Nov%202020%2016:55:58%20GMT	http://cdn.socket.io/socket.io-1.4.5.js	C:/Users/juane/Desktop/Powermeter%20UI/cdn.socket.io/socket.io-1.4.5.js	(from http://maquetapremium.debluebyte.com/)
13:56:08	50524/50524	---M--	200	added ('OK')	font/x-woff	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.woff	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.woff	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:11	390837/390837	---M--	200	added ('OK')	image/svg+xml	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.svg	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.svg	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:17	106004/106004	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.eot	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.eot	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:18	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:56:15%20GMT	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.woff2	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.3d.delayed	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:19	106004/106004	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.eot?	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/iconsd41d.eot	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:19	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.eot	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.eot	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:19	105784/105784	---M--	200	added ('OK')	application/octet-stream	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.ttf	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/icons.ttf	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:21	107201/107201	---M--	200	added ('OK')	image/svg+xml	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.svg	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.svg	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:22	14712/14712	---M--	200	added ('OK')	font/x-woff	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.woff	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.woff	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:22	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:56:19%20GMT	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.woff2	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.42.delayed	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:24	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.eot?	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-iconsd41d.eot	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:25	30928/30928	---M--	200	added ('OK')	application/octet-stream	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.ttf	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/outline-icons.ttf	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:32	63728/63728	---M--	200	added ('OK')	font/x-woff	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.woff	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.woff	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:38	507628/507628	---M--	200	added ('OK')	image/svg+xml	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.svg	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.svg	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:39	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Nov%202020%2016:56:35%20GMT	http://maquetapremium.debluebyte.com/assets/css/fonts/icons/hinted-Rodina-Bold.eot	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/fonts/icons/hinted-Rodina-Bold.46.delayed	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:41	98640/98640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.eot	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.eot	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:42	1342/1342	---M--	200	added ('OK')	image/png	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/power-logo.png	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/power-logo.png	(from http://maquetapremium.debluebyte.com/assets/css/min/style.min.css)
13:56:43	98404/98404	---M--	200	added ('OK')	application/octet-stream	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.ttf	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.ttf	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:46	98640/98640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-icons.eot?	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/css/themes/default/assets/fonts/brand-iconsd41d.eot	(from http://maquetapremium.debluebyte.com/assets/css/screen.css)
13:56:47	28123/28123	---M--	200	added ('OK')	image/png	etag:W/%226ddb-SlUuyxI97VBA3doB1iYQPMZdsFU%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/images/flags.png	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/images/flags.png	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:50	86312/86312	---M--	200	added ('OK')	image/jpeg	etag:%22030aa54765d61:0%22	http://maquetapremium.debluebyte.com/assets/images/footer-bg.jpg	C:/Users/juane/Desktop/Powermeter%20UI/maquetapremium.debluebyte.com/assets/images/footer-bg.jpg	(from http://maquetapremium.debluebyte.com/assets/css/min/style.min.css)
13:56:51	106004/106004	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-t94uHWV2aFJIbeJLNqRiQPSuWZQ%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.eot	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:51	40148/40148	---M--	200	added ('OK')	font/woff2	etag:W/%229cd4-bsbTbLJGS06CHPq7Uy8xC9NCYBw%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff2	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.woff2	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
13:56:51	106004/106004	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-t94uHWV2aFJIbeJLNqRiQPSuWZQ%22	https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/icons.eot?	C:/Users/juane/Desktop/Powermeter%20UI/cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/themes/default/assets/fonts/iconsd41d.eot	(from https://cdn.jsdelivr.net/npm/semantic-ui@2.4.2/dist/semantic.min.css)
